sample,total_count,population,count,percentage
sample06020,105544,nk_cell,7272,6.89
sample06021,102952,b_cell,10139,9.85
sample06021,102952,cd4_t_cell,28158,27.35
sample06021,102952,cd8_t_cell,24668,23.96
sample06021,102952,monocyte,28820,27.99
sample06021,102952,nk_cell,11167,10.85
sample06022,102474,b_cell,7687,7.5
sample06022,102474,cd4_t_cell,33736,32.92
sample06022,102474,cd8_t_cell,21088,20.58
sample06022,102474,monocyte,27503,26.84
sample06022,102474,nk_cell,12460,12.16
sample06023,107015,b_cell,12547,11.72
sample06023,107015,cd4_t_cell,29971,28.01
sample06023,107015,cd8_t_cell,21574,20.16
sample06023,107015,monocyte,21459,20.05
sample06023,107015,nk_cell,21464,20.06
sample06024,97367,b_cell,5943,6.1
sample06024,97367,cd4_t_cell,32982,33.87
sample06024,97367,cd8_t_cell,27779,28.53
sample06024,97367,monocyte,18581,19.08
sample06024,97367,nk_cell,12082,12.41
sample06025,96380,b_cell,13144,13.64
sample06025,96380,cd4_t_cell,25970,26.95
sample06025,96380,cd8_t_cell,27003,28.02
sample06025,96380,monocyte,19846,20.59
sample06025,96380,nk_cell,10417,10.81
sample06026,99588,b_cell,14171,14.23
sample06026,99588,cd4_t_cell,30914,31.04
sample06026,99588,cd8_t_cell,25783,25.89
sample06026,99588,monocyte,13115,13.17
sample06026,99588,nk_cell,15605,15.67
sample06027,95095,b_cell,10565,11.11
sample06027,95095,cd4_t_cell,34072,35.83
sample06027,95095,cd8_t_cell,22438,23.6
sample06027,95095,monocyte,16935,17.81
sample06027,95095,nk_cell,11085,11.66
sample06028,99299,b_cell,7317,7.37
sample06028,99299,cd4_t_cell,27693,27.89
sample06028,99299,cd8_t_cell,33215,33.45
sample06028,99299,monocyte,19841,19.98
sample06028,99299,nk_cell,11233,11.31
sample06029,98681,b_cell,7339,7.44
sample06029,98681,cd4_t_cell,25629,25.97
sample06029,98681,cd8_t_cell,25621,25.96
sample06029,98681,monocyte,17537,17.77
sample06029,98681,nk_cell,22555,22.86
sample06030,91198,b_cell,7695,8.44
sample06030,91198,cd4_t_cell,23209,25.45
sample06030,91198,cd8_t_cell,20780,22.79
sample06030,91198,monocyte,22762,24.96
sample06030,91198,nk_cell,16752,18.37
sample06031,92361,b_cell,8408,9.1
sample06031,92361,cd4_t_cell,26081,28.24
sample06031,92361,cd8_t_cell,18751,20.3
sample06031,92361,monocyte,22693,24.57
sample06031,92361,nk_cell,16428,17.79
sample06032,99204,b_cell,10279,10.36
sample06032,99204,cd4_t_cell,38915,39.23
sample06032,99204,cd8_t_cell,20603,20.77
sample06032,99204,monocyte,13719,13.83
sample06032,99204,nk_cell,15688,15.81
sample06033,97122,b_cell,9037,9.3
sample06033,97122,cd4_t_cell,35371,36.42
sample06033,97122,cd8_t_cell,26204,26.98
sample06033,97122,monocyte,17135,17.64
sample06033,97122,nk_cell,9375,9.65
sample06034,92297,b_cell,5996,6.5
sample06034,92297,cd4_t_cell,26499,28.71
sample06034,92297,cd8_t_cell,24744,26.81
sample06034,92297,monocyte,20545,22.26
sample06034,92297,nk_cell,14513,15.72
sample06035,94913,b_cell,9376,9.88
sample06035,94913,cd4_t_cell,27653,29.14
sample06035,94913,cd8_t_cell,19761,20.82
sample06035,94913,monocyte,19803,20.86
sample06035,94913,nk_cell,18320,19.3
sample06036,92347,b_cell,10944,11.85
sample06036,92347,cd4_t_cell,35979,38.96
sample06036,92347,cd8_t_cell,24379,26.4
sample06036,92347,monocyte,15132,16.39
sample06036,92347,nk_cell,5913,6.4
sample06037,95850,b_cell,6213,6.48
sample06037,95850,cd4_t_cell,36889,38.49
sample06037,95850,cd8_t_cell,20405,21.29
sample06037,95850,monocyte,18051,18.83
sample06037,95850,nk_cell,14292,14.91
sample06038,108095,b_cell,3404,3.15
sample06038,108095,cd4_t_cell,41600,38.48
sample06038,108095,cd8_t_cell,13938,12.89
sample06038,108095,monocyte,32866,30.4
sample06038,108095,nk_cell,16287,15.07
sample06039,99127,b_cell,8683,8.76
sample06039,99127,cd4_t_cell,33957,34.26
sample06039,99127,cd8_t_cell,17812,17.97
sample06039,99127,monocyte,26173,26.4
sample06039,99127,nk_cell,12502,12.61
sample06040,101696,b_cell,9295,9.14
sample06040,101696,cd4_t_cell,27931,27.47
sample06040,101696,cd8_t_cell,22943,22.56
sample06040,101696,monocyte,24537,24.13
sample06040,101696,nk_cell,16990,16.71
sample06041,99624,b_cell,7505,7.53
sample06041,99624,cd4_t_cell,26919,27.02
sample06041,99624,cd8_t_cell,28591,28.7
sample06041,99624,monocyte,19920,20.0
sample06041,99624,nk_cell,16689,16.75
sample06042,102433,b_cell,10372,10.13
sample06042,102433,cd4_t_cell,35274,34.44
sample06042,102433,cd8_t_cell,20566,20.08
sample06042,102433,monocyte,22632,22.09
sample06042,102433,nk_cell,13589,13.27
sample06043,92808,b_cell,9415,10.14
sample06043,92808,cd4_t_cell,31738,34.2
sample06043,92808,cd8_t_cell,26363,28.41
sample06043,92808,monocyte,14166,15.26
sample06043,92808,nk_cell,11126,11.99
sample06044,93110,b_cell,7179,7.71
sample06044,93110,cd4_t_cell,25964,27.89
sample06044,93110,cd8_t_cell,24533,26.35
sample06044,93110,monocyte,19472,20.91
sample06044,93110,nk_cell,15962,17.14
sample06045,115033,b_cell,6022,5.24
sample06045,115033,cd4_t_cell,45924,39.92
sample06045,115033,cd8_t_cell,24633,21.41
sample06045,115033,monocyte,23679,20.58
sample06045,115033,nk_cell,14775,12.84
sample06046,93087,b_cell,8877,9.54
sample06046,93087,cd4_t_cell,23387,25.12
sample06046,93087,cd8_t_cell,29727,31.93
sample06046,93087,monocyte,16758,18.0
sample06046,93087,nk_cell,14338,15.4
sample06047,99449,b_cell,9510,9.56
sample06047,99449,cd4_t_cell,35684,35.88
sample06047,99449,cd8_t_cell,23123,23.25
sample06047,99449,monocyte,19736,19.85
sample06047,99449,nk_cell,11396,11.46
sample06048,104934,b_cell,11117,10.59
sample06048,104934,cd4_t_cell,35335,33.67
sample06048,104934,cd8_t_cell,22564,21.5
sample06048,104934,monocyte,24866,23.7
sample06048,104934,nk_cell,11052,10.53
sample06049,99907,b_cell,11190,11.2
sample06049,99907,cd4_t_cell,35314,35.35
sample06049,99907,cd8_t_cell,18433,18.45
sample06049,99907,monocyte,13885,13.9
sample06049,99907,nk_cell,21085,21.1
sample06050,101101,b_cell,9142,9.04
sample06050,101101,cd4_t_cell,26832,26.54
sample06050,101101,cd8_t_cell,24169,23.91
sample06050,101101,monocyte,22396,22.15
sample06050,101101,nk_cell,18562,18.36
sample06051,89701,b_cell,4630,5.16
sample06051,89701,cd4_t_cell,31869,35.53
sample06051,89701,cd8_t_cell,23525,26.23
sample06051,89701,monocyte,17228,19.21
sample06051,89701,nk_cell,12449,13.88
sample06052,90127,b_cell,4920,5.46
sample06052,90127,cd4_t_cell,26124,28.99
sample06052,90127,cd8_t_cell,27590,30.61
sample06052,90127,monocyte,20013,22.21
sample06052,90127,nk_cell,11480,12.74
sample06053,105599,b_cell,10670,10.1
sample06053,105599,cd4_t_cell,26781,25.36
sample06053,105599,cd8_t_cell,25916,24.54
sample06053,105599,monocyte,23365,22.13
sample06053,105599,nk_cell,18867,17.87
sample06054,106333,b_cell,13700,12.88
sample06054,106333,cd4_t_cell,33270,31.29
sample06054,106333,cd8_t_cell,23180,21.8
sample06054,106333,monocyte,19180,18.04
sample06054,106333,nk_cell,17003,15.99
sample06055,99086,b_cell,11077,11.18
sample06055,99086,cd4_t_cell,31171,31.46
sample06055,99086,cd8_t_cell,22590,22.8
sample06055,99086,monocyte,19755,19.94
sample06055,99086,nk_cell,14493,14.63
sample06056,88726,b_cell,14594,16.45
sample06056,88726,cd4_t_cell,24313,27.4
sample06056,88726,cd8_t_cell,19020,21.44
sample06056,88726,monocyte,16647,18.76
sample06056,88726,nk_cell,14152,15.95
sample06057,103180,b_cell,10363,10.04
sample06057,103180,cd4_t_cell,42395,41.09
sample06057,103180,cd8_t_cell,26213,25.41
sample06057,103180,monocyte,15719,15.23
sample06057,103180,nk_cell,8490,8.23
sample06058,96138,b_cell,8633,8.98
sample06058,96138,cd4_t_cell,30625,31.86
sample06058,96138,cd8_t_cell,20368,21.19
sample06058,96138,monocyte,16895,17.57
sample06058,96138,nk_cell,19617,20.41
sample06059,104202,b_cell,9414,9.03
sample06059,104202,cd4_t_cell,36817,35.33
sample06059,104202,cd8_t_cell,19259,18.48
sample06059,104202,monocyte,18016,17.29
sample06059,104202,nk_cell,20696,19.86
sample06060,98191,b_cell,10263,10.45
sample06060,98191,cd4_t_cell,29926,30.48
sample06060,98191,cd8_t_cell,26659,27.15
sample06060,98191,monocyte,18740,19.09
sample06060,98191,nk_cell,12603,12.84
sample06061,109342,b_cell,14708,13.45
sample06061,109342,cd4_t_cell,15590,14.26
sample06061,109342,cd8_t_cell,34404,31.46
sample06061,109342,monocyte,23769,21.74
sample06061,109342,nk_cell,20871,19.09
sample06062,101892,b_cell,4254,4.18
sample06062,101892,cd4_t_cell,24017,23.57
sample06062,101892,cd8_t_cell,26127,25.64
sample06062,101892,monocyte,17357,17.03
sample06062,101892,nk_cell,30137,29.58
sample06063,104035,b_cell,10664,10.25
sample06063,104035,cd4_t_cell,32650,31.38
sample06063,104035,cd8_t_cell,23380,22.47
sample06063,104035,monocyte,27529,26.46
sample06063,104035,nk_cell,9812,9.43
sample06064,101425,b_cell,3307,3.26
sample06064,101425,cd4_t_cell,33663,33.19
sample06064,101425,cd8_t_cell,25781,25.42
sample06064,101425,monocyte,21219,20.92
sample06064,101425,nk_cell,17455,17.21
sample06065,103639,b_cell,10944,10.56
sample06065,103639,cd4_t_cell,32604,31.46
sample06065,103639,cd8_t_cell,23467,22.64
sample06065,103639,monocyte,25540,24.64
sample06065,103639,nk_cell,11084,10.69
sample06066,102623,b_cell,9645,9.4
sample06066,102623,cd4_t_cell,39489,38.48
sample06066,102623,cd8_t_cell,21857,21.3
sample06066,102623,monocyte,17910,17.45
sample06066,102623,nk_cell,13722,13.37
sample06067,93613,b_cell,10692,11.42
sample06067,93613,cd4_t_cell,23112,24.69
sample06067,93613,cd8_t_cell,29235,31.23
sample06067,93613,monocyte,17713,18.92
sample06067,93613,nk_cell,12861,13.74
sample06068,93103,b_cell,14899,16.0
sample06068,93103,cd4_t_cell,32820,35.25
sample06068,93103,cd8_t_cell,21400,22.99
sample06068,93103,monocyte,14499,15.57
sample06068,93103,nk_cell,9485,10.19
sample06069,108736,b_cell,11456,10.54
sample06069,108736,cd4_t_cell,33720,31.01
sample06069,108736,cd8_t_cell,29518,27.15
sample06069,108736,monocyte,24373,22.41
sample06069,108736,nk_cell,9669,8.89
sample06070,104885,b_cell,16530,15.76
sample06070,104885,cd4_t_cell,21359,20.36
sample06070,104885,cd8_t_cell,34979,33.35
sample06070,104885,monocyte,17137,16.34
sample06070,104885,nk_cell,14880,14.19
sample06071,111846,b_cell,9699,8.67
sample06071,111846,cd4_t_cell,43217,38.64
sample06071,111846,cd8_t_cell,24079,21.53
sample06071,111846,monocyte,21890,19.57
sample06071,111846,nk_cell,12961,11.59
sample06072,97309,b_cell,8959,9.21
sample06072,97309,cd4_t_cell,29105,29.91
sample06072,97309,cd8_t_cell,20227,20.79
sample06072,97309,monocyte,28288,29.07
sample06072,97309,nk_cell,10730,11.03
sample06073,93618,b_cell,16146,17.25
sample06073,93618,cd4_t_cell,25959,27.73
sample06073,93618,cd8_t_cell,23912,25.54
sample06073,93618,monocyte,14008,14.96
sample06073,93618,nk_cell,13593,14.52
sample06074,101191,b_cell,10168,10.05
sample06074,101191,cd4_t_cell,27283,26.96
sample06074,101191,cd8_t_cell,20405,20.16
sample06074,101191,monocyte,29625,29.28
sample06074,101191,nk_cell,13710,13.55
sample06075,90836,b_cell,8183,9.01
sample06075,90836,cd4_t_cell,29295,32.25
sample06075,90836,cd8_t_cell,28846,31.76
sample06075,90836,monocyte,17056,18.78
sample06075,90836,nk_cell,7456,8.21
sample06076,106738,b_cell,14091,13.2
sample06076,106738,cd4_t_cell,34284,32.12
sample06076,106738,cd8_t_cell,22664,21.23
sample06076,106738,monocyte,20465,19.17
sample06076,106738,nk_cell,15234,14.27
sample06077,89600,b_cell,11588,12.93
sample06077,89600,cd4_t_cell,25577,28.55
sample06077,89600,cd8_t_cell,19571,21.84
sample06077,89600,monocyte,22216,24.79
sample06077,89600,nk_cell,10648,11.88
sample06078,106491,b_cell,17114,16.07
sample06078,106491,cd4_t_cell,37300,35.03
sample06078,106491,cd8_t_cell,25819,24.25
sample06078,106491,monocyte,16016,15.04
sample06078,106491,nk_cell,10242,9.62
sample06079,103533,b_cell,9297,8.98
sample06079,103533,cd4_t_cell,31507,30.43
sample06079,103533,cd8_t_cell,30898,29.84
sample06079,103533,monocyte,21189,20.47
sample06079,103533,nk_cell,10642,10.28
sample06080,103884,b_cell,9316,8.97
sample06080,103884,cd4_t_cell,30710,29.56
sample06080,103884,cd8_t_cell,25392,24.44
sample06080,103884,monocyte,24937,24.0
sample06080,103884,nk_cell,13529,13.02
sample06081,90462,b_cell,6540,7.23
sample06081,90462,cd4_t_cell,28432,31.43
sample06081,90462,cd8_t_cell,25742,28.46
sample06081,90462,monocyte,17711,19.58
sample06081,90462,nk_cell,12037,13.31
sample06082,96738,b_cell,10729,11.09
sample06082,96738,cd4_t_cell,25558,26.42
sample06082,96738,cd8_t_cell,26614,27.51
sample06082,96738,monocyte,21444,22.17
sample06082,96738,nk_cell,12393,12.81
sample06083,101123,b_cell,10544,10.43
sample06083,101123,cd4_t_cell,31813,31.46
sample06083,101123,cd8_t_cell,25185,24.91
sample06083,101123,monocyte,18991,18.78
sample06083,101123,nk_cell,14590,14.43
sample06084,92219,b_cell,6230,6.76
sample06084,92219,cd4_t_cell,36909,40.02
sample06084,92219,cd8_t_cell,23588,25.58
sample06084,92219,monocyte,18134,19.66
sample06084,92219,nk_cell,7358,7.98
sample06085,95667,b_cell,15446,16.15
sample06085,95667,cd4_t_cell,27561,28.81
sample06085,95667,cd8_t_cell,20163,21.08
sample06085,95667,monocyte,15184,15.87
sample06085,95667,nk_cell,17313,18.1
sample06086,102351,b_cell,11258,11.0
sample06086,102351,cd4_t_cell,36776,35.93
sample06086,102351,cd8_t_cell,21582,21.09
sample06086,102351,monocyte,11491,11.23
sample06086,102351,nk_cell,21244,20.76
sample06087,99790,b_cell,6838,6.85
sample06087,99790,cd4_t_cell,18837,18.88
sample06087,99790,cd8_t_cell,27912,27.97
sample06087,99790,monocyte,21607,21.65
sample06087,99790,nk_cell,24596,24.65
sample06088,95516,b_cell,7421,7.77
sample06088,95516,cd4_t_cell,31183,32.65
sample06088,95516,cd8_t_cell,20770,21.75
sample06088,95516,monocyte,24385,25.53
sample06088,95516,nk_cell,11757,12.31
sample06089,95821,b_cell,10075,10.51
sample06089,95821,cd4_t_cell,31146,32.5
sample06089,95821,cd8_t_cell,27909,29.13
sample06089,95821,monocyte,11898,12.42
sample06089,95821,nk_cell,14793,15.44
sample06090,108124,b_cell,10460,9.67
sample06090,108124,cd4_t_cell,33665,31.14
sample06090,108124,cd8_t_cell,24352,22.52
sample06090,108124,monocyte,17097,15.81
sample06090,108124,nk_cell,22550,20.86
sample06091,98857,b_cell,11096,11.22
sample06091,98857,cd4_t_cell,34486,34.88
sample06091,98857,cd8_t_cell,21548,21.8
sample06091,98857,monocyte,16798,16.99
sample06091,98857,nk_cell,14929,15.1
sample06092,104164,b_cell,6424,6.17
sample06092,104164,cd4_t_cell,38545,37.0
sample06092,104164,cd8_t_cell,24944,23.95
sample06092,104164,monocyte,26188,25.14
sample06092,104164,nk_cell,8063,7.74
sample06093,106351,b_cell,9259,8.71
sample06093,106351,cd4_t_cell,36979,34.77
sample06093,106351,cd8_t_cell,26735,25.14
sample06093,106351,monocyte,19336,18.18
sample06093,106351,nk_cell,14042,13.2
sample06094,97184,b_cell,12222,12.58
sample06094,97184,cd4_t_cell,28846,29.68
sample06094,97184,cd8_t_cell,20998,21.61
sample06094,97184,monocyte,19600,20.17
sample06094,97184,nk_cell,15518,15.97
sample06095,96835,b_cell,5054,5.22
sample06095,96835,cd4_t_cell,30481,31.48
sample06095,96835,cd8_t_cell,23132,23.89
sample06095,96835,monocyte,15736,16.25
sample06095,96835,nk_cell,22432,23.17
sample06096,95428,b_cell,17087,17.91
sample06096,95428,cd4_t_cell,21255,22.27
sample06096,95428,cd8_t_cell,22406,23.48
sample06096,95428,monocyte,21073,22.08
sample06096,95428,nk_cell,13607,14.26
sample06097,92877,b_cell,14953,16.1
sample06097,92877,cd4_t_cell,31782,34.22
sample06097,92877,cd8_t_cell,18332,19.74
sample06097,92877,monocyte,10692,11.51
sample06097,92877,nk_cell,17118,18.43
sample06098,94580,b_cell,17173,18.16
sample06098,94580,cd4_t_cell,27620,29.2
sample06098,94580,cd8_t_cell,19482,20.6
sample06098,94580,monocyte,16340,17.28
sample06098,94580,nk_cell,13965,14.77
sample06099,103331,b_cell,6984,6.76
sample06099,103331,cd4_t_cell,34530,33.42
sample06099,103331,cd8_t_cell,20006,19.36
sample06099,103331,monocyte,24079,23.3
sample06099,103331,nk_cell,17732,17.16
sample06100,90998,b_cell,11556,12.7
sample06100,90998,cd4_t_cell,26837,29.49
sample06100,90998,cd8_t_cell,22335,24.54
sample06100,90998,monocyte,19014,20.89
sample06100,90998,nk_cell,11256,12.37
sample06101,104070,b_cell,15490,14.88
sample06101,104070,cd4_t_cell,31513,30.28
sample06101,104070,cd8_t_cell,23943,23.01
sample06101,104070,monocyte,17807,17.11
sample06101,104070,nk_cell,15317,14.72
sample06102,94465,b_cell,10837,11.47
sample06102,94465,cd4_t_cell,26343,27.89
sample06102,94465,cd8_t_cell,20465,21.66
sample06102,94465,monocyte,19066,20.18
sample06102,94465,nk_cell,17754,18.79
sample06103,98555,b_cell,7740,7.85
sample06103,98555,cd4_t_cell,35354,35.87
sample06103,98555,cd8_t_cell,20903,21.21
sample06103,98555,monocyte,22304,22.63
sample06103,98555,nk_cell,12254,12.43
sample06104,107129,b_cell,10128,9.45
sample06104,107129,cd4_t_cell,32420,30.26
sample06104,107129,cd8_t_cell,23986,22.39
sample06104,107129,monocyte,20619,19.25
sample06104,107129,nk_cell,19976,18.65
sample06105,94015,b_cell,10593,11.27
sample06105,94015,cd4_t_cell,31077,33.06
sample06105,94015,cd8_t_cell,24130,25.67
sample06105,94015,monocyte,14829,15.77
sample06105,94015,nk_cell,13386,14.24
sample06106,92115,b_cell,13762,14.94
sample06106,92115,cd4_t_cell,28623,31.07
sample06106,92115,cd8_t_cell,24067,26.13
sample06106,92115,monocyte,14009,15.21
sample06106,92115,nk_cell,11654,12.65
sample06107,107209,b_cell,10570,9.86
sample06107,107209,cd4_t_cell,35812,33.4
sample06107,107209,cd8_t_cell,19320,18.02
sample06107,107209,monocyte,24865,23.19
sample06107,107209,nk_cell,16642,15.52
sample06108,97281,b_cell,6795,6.98
sample06108,97281,cd4_t_cell,36672,37.7
sample06108,97281,cd8_t_cell,20729,21.31
sample06108,97281,monocyte,14812,15.23
sample06108,97281,nk_cell,18273,18.78
sample06109,111768,b_cell,6219,5.56
sample06109,111768,cd4_t_cell,38060,34.05
sample06109,111768,cd8_t_cell,31350,28.05
sample06109,111768,monocyte,16397,14.67
sample06109,111768,nk_cell,19742,17.66
sample06110,104418,b_cell,6083,5.83
sample06110,104418,cd4_t_cell,26767,25.63
sample06110,104418,cd8_t_cell,33651,32.23
sample06110,104418,monocyte,22850,21.88
sample06110,104418,nk_cell,15067,14.43
sample06111,96842,b_cell,9738,10.06
sample06111,96842,cd4_t_cell,27936,28.85
sample06111,96842,cd8_t_cell,25679,26.52
sample06111,96842,monocyte,18799,19.41
sample06111,96842,nk_cell,14690,15.17
sample06112,101840,b_cell,6854,6.73
sample06112,101840,cd4_t_cell,31087,30.53
sample06112,101840,cd8_t_cell,24972,24.52
sample06112,101840,monocyte,21428,21.04
sample06112,101840,nk_cell,17499,17.18
sample06113,101047,b_cell,9682,9.58
sample06113,101047,cd4_t_cell,41814,41.38
sample06113,101047,cd8_t_cell,16732,16.56
sample06113,101047,monocyte,23587,23.34
sample06113,101047,nk_cell,9232,9.14
sample06114,104307,b_cell,7154,6.86
sample06114,104307,cd4_t_cell,27449,26.32
sample06114,104307,cd8_t_cell,26799,25.69
sample06114,104307,monocyte,25379,24.33
sample06114,104307,nk_cell,17526,16.8
sample06115,94471,b_cell,12533,13.27
sample06115,94471,cd4_t_cell,26258,27.79
sample06115,94471,cd8_t_cell,16817,17.8
sample06115,94471,monocyte,23919,25.32
sample06115,94471,nk_cell,14944,15.82
sample06116,97215,b_cell,10820,11.13
sample06116,97215,cd4_t_cell,34143,35.12
sample06116,97215,cd8_t_cell,18531,19.06
sample06116,97215,monocyte,19240,19.79
sample06116,97215,nk_cell,14481,14.9
sample06117,108336,b_cell,14577,13.46
sample06117,108336,cd4_t_cell,33438,30.87
sample06117,108336,cd8_t_cell,27249,25.15
sample06117,108336,monocyte,18261,16.86
sample06117,108336,nk_cell,14811,13.67
sample06118,106926,b_cell,6814,6.37
sample06118,106926,cd4_t_cell,20622,19.29
sample06118,106926,cd8_t_cell,35785,33.47
sample06118,106926,monocyte,21699,20.29
sample06118,106926,nk_cell,22006,20.58
sample06119,93251,b_cell,9681,10.38
sample06119,93251,cd4_t_cell,27810,29.82
sample06119,93251,cd8_t_cell,28149,30.19
sample06119,93251,monocyte,14070,15.09
sample06119,93251,nk_cell,13541,14.52
sample06120,101192,b_cell,11697,11.56
sample06120,101192,cd4_t_cell,33157,32.77
sample06120,101192,cd8_t_cell,30062,29.71
sample06120,101192,monocyte,15703,15.52
sample06120,101192,nk_cell,10573,10.45
sample06121,108197,b_cell,13662,12.63
sample06121,108197,cd4_t_cell,35355,32.68
